Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
CausalContinousModel,11.0,9.8,-0.4,16.667,0,0,50,47.333,177,550,dynamic
AverageOperationModel,14.0,8.8,-0.2,16.0,0,0,48,48.0,177,550,dynamic
LogNormalDistributionModel,1.0,9.2,-0.4,15.0,0,0,45,48.667,177,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,178,550,dynamic
CausalContinousModel,5.0,14.5,0.3,25.333,0,0,76,49.333,178,550,dynamic
AverageOperationModel,20.0,14.7,0.0,13.667,0,0,41,48.0,178,550,dynamic
LogNormalDistributionModel,32.0,17.2,0.0,20.0,0,0,60,48.0,178,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.0,179,550,dynamic
CausalContinousModel,4.0,11.5,0.4,20.333,0,0,61,49.333,179,550,dynamic
AverageOperationModel,3.0,7.4,0.5,16.333,0,0,49,49.333,179,550,dynamic
LogNormalDistributionModel,12.0,8.9,0.3,16.667,0,0,50,49.333,179,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.667,180,550,dynamic
CausalContinousModel,26.0,17.7,-0.4,24.333,0,0,73,47.333,180,550,dynamic
AverageOperationModel,1.0,7.1,-0.2,15.0,0,0,45,44.667,180,550,dynamic
LogNormalDistributionModel,-6.0,11.4,-0.2,23.333,0,0,70,50.0,180,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.0,181,550,dynamic
CausalContinousModel,3.0,11.9,0.6,14.333,0,0,43,46.667,181,550,dynamic
AverageOperationModel,16.0,9.4,0.1,7.667,0,0,23,48.0,181,550,dynamic
LogNormalDistributionModel,16.0,9.5,0.4,15.0,0,0,45,46.0,181,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.667,182,550,dynamic
CausalContinousModel,28.0,15.8,0.2,20.0,0,0,60,48.667,182,550,dynamic
AverageOperationModel,14.0,13.8,0.1,14.333,0,0,43,48.667,182,550,dynamic
LogNormalDistributionModel,15.0,15.5,0.2,22.0,0,0,66,50.0,182,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.0,183,550,dynamic
CausalContinousModel,33.0,17.9,-0.7,14.0,0,0,42,48.667,183,550,dynamic
AverageOperationModel,26.0,14.6,-0.4,21.667,0,0,65,48.0,183,550,dynamic
LogNormalDistributionModel,14.0,12.3,-0.5,23.333,0,0,70,46.0,183,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,50.667,184,550,dynamic
CausalContinousModel,10.0,12.7,0.3,18.667,0,0,56,48.0,184,550,dynamic
AverageOperationModel,5.0,18.5,0.2,21.0,0,0,63,48.0,184,550,dynamic
LogNormalDistributionModel,-9.0,11.7,0.0,19.0,0,0,57,50.0,184,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.667,185,550,dynamic
CausalContinousModel,8.0,8.2,0.2,16.667,0,0,50,48.0,185,550,dynamic
AverageOperationModel,29.0,15.1,0.0,15.0,0,0,45,48.0,185,550,dynamic
LogNormalDistributionModel,-10.0,9.1,-0.2,11.333,0,0,34,47.333,185,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,186,550,dynamic
CausalContinousModel,2.0,9.5,-0.4,20.333,0,0,61,48.667,186,550,dynamic
AverageOperationModel,-18.0,10.7,-0.4,6.333,0,0,19,47.333,186,550,dynamic
LogNormalDistributionModel,8.0,10.3,-0.7,8.333,0,0,25,48.667,186,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,187,550,dynamic
CausalContinousModel,-8.0,10.1,-0.4,18.0,0,0,54,48.0,187,550,dynamic
AverageOperationModel,-3.0,7.9,0.1,13.0,0,0,39,48.0,187,550,dynamic
LogNormalDistributionModel,1.0,10.6,0.0,21.0,0,0,63,48.667,187,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.667,188,550,dynamic
CausalContinousModel,-6.0,9.2,0.2,16.667,0,0,50,48.0,188,550,dynamic
AverageOperationModel,-1.0,6.2,0.2,17.333,0,0,52,48.0,188,550,dynamic
LogNormalDistributionModel,2.0,15.3,0.5,21.0,0,0,63,45.333,188,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,45.333,189,550,dynamic
CausalContinousModel,-21.0,13.0,0.2,23.333,0,0,70,46.667,189,550,dynamic
AverageOperationModel,-12.0,13.0,0.1,17.0,0,0,51,48.0,189,550,dynamic
LogNormalDistributionModel,7.0,14.5,0.1,19.0,0,0,57,47.333,189,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.667,190,550,dynamic
CausalContinousModel,0.0,12.2,0.2,22.0,0,0,66,50.0,190,550,dynamic
AverageOperationModel,4.0,8.2,0.2,16.0,0,0,48,45.333,190,550,dynamic
LogNormalDistributionModel,-17.0,10.3,-0.1,14.667,0,0,44,46.667,190,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,50.667,191,550,dynamic
CausalContinousModel,3.0,8.6,0.1,15.0,0,0,45,47.333,191,550,dynamic
AverageOperationModel,-1.0,5.5,0.0,14.333,0,0,43,48.0,191,550,dynamic
LogNormalDistributionModel,-5.0,19.2,0.2,26.0,0,0,78,52.0,191,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,192,550,dynamic
CausalContinousModel,-14.0,12.0,0.0,19.333,0,0,58,48.0,192,550,dynamic
AverageOperationModel,-8.0,11.1,0.3,24.667,0,0,74,48.0,192,550,dynamic
LogNormalDistributionModel,-16.0,10.5,0.6,16.333,0,0,49,48.0,192,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.667,193,550,dynamic
CausalContinousModel,-7.0,7.2,0.5,13.333,0,0,40,48.0,193,550,dynamic
AverageOperationModel,12.0,6.9,0.3,5.667,0,0,17,48.0,193,550,dynamic
LogNormalDistributionModel,-13.0,14.3,-0.1,15.0,0,0,45,47.333,193,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.667,194,550,dynamic
CausalContinousModel,34.0,18.4,-0.4,17.333,0,0,52,47.333,194,550,dynamic
AverageOperationModel,5.0,11.7,0.2,16.0,0,0,48,48.0,194,550,dynamic
LogNormalDistributionModel,-2.0,10.8,0.1,16.667,0,0,50,46.667,194,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,195,550,dynamic
CausalContinousModel,-13.0,17.8,0.1,27.0,0,0,81,46.667,195,550,dynamic
AverageOperationModel,-8.0,6.7,0.3,21.333,0,0,64,48.0,195,550,dynamic
LogNormalDistributionModel,-11.0,8.8,0.2,18.667,0,0,56,46.667,195,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,50.0,196,550,dynamic
CausalContinousModel,-4.0,7.1,0.3,15.667,0,0,47,50.0,196,550,dynamic
AverageOperationModel,-8.0,10.7,0.1,25.0,0,0,75,48.0,196,550,dynamic
LogNormalDistributionModel,-0.0,6.2,0.1,13.333,0,0,40,49.333,196,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,50.667,197,550,dynamic
CausalContinousModel,-9.0,8.0,0.5,17.667,0,0,53,51.333,197,550,dynamic
AverageOperationModel,7.0,7.3,0.3,15.333,0,0,46,49.333,197,550,dynamic
LogNormalDistributionModel,6.0,14.9,0.4,19.333,0,0,58,49.333,197,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,46.667,198,550,dynamic
CausalContinousModel,-19.0,15.4,0.2,19.0,0,0,57,49.333,198,550,dynamic
AverageOperationModel,-4.0,6.3,-0.1,9.0,0,0,27,48.0,198,550,dynamic
LogNormalDistributionModel,0.0,7.9,0.0,11.333,0,0,34,48.0,198,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,199,550,dynamic
CausalContinousModel,11.0,10.0,-0.4,11.667,0,0,35,49.333,199,550,dynamic
AverageOperationModel,14.0,8.2,0.0,5.667,0,0,17,48.0,199,550,dynamic
LogNormalDistributionModel,-8.0,9.9,-0.2,8.0,0,0,24,49.333,199,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.0,200,550,dynamic
CausalContinousModel,-4.0,11.9,-0.2,13.333,0,0,40,48.0,200,550,dynamic
AverageOperationModel,-4.0,9.3,0.0,23.333,0,0,70,48.0,200,550,dynamic
LogNormalDistributionModel,-15.0,10.3,-0.3,11.667,0,0,35,47.333,200,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,48.667,201,550,dynamic
CausalContinousModel,-7.0,14.5,0.2,25.0,0,0,75,48.667,201,550,dynamic
AverageOperationModel,3.0,10.7,0.2,14.333,0,0,43,45.333,201,550,dynamic
LogNormalDistributionModel,10.0,11.7,0.4,18.667,0,0,56,45.333,201,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,49.333,202,550,dynamic
CausalContinousModel,-13.0,12.5,-0.3,18.0,0,0,54,47.333,202,550,dynamic
AverageOperationModel,-13.0,8.0,0.0,13.333,0,0,40,48.0,202,550,dynamic
LogNormalDistributionModel,-18.0,12.9,0.6,15.333,0,0,46,45.333,202,550,dynamic
TruthContinousModel,0.0,0.0,0.0,0.0,0,0,0,47.333,203,550,dynamic
CausalContinousModel,-3.0,7.0,0.1,10.667,0,0,32,49.333,203,550,dynamic
AverageOperationModel,1.0,7.3,0.0,6.667,0,0,20,48.0,203,550,dynamic
LogNormalDistributionModel,3.0,14.8,0.2,16.0,0,0,48,48.0,203,550,dynamic
