Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,seed,instance,priority_rule
AverageOperationModel,2.0,5.8,0.0,11.667,0,0,35,181,550,dynamic
LogNormalDistributionModel,13.0,9.3,0.3,18.667,0,0,56,181,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,182,550,dynamic
CausalContinousSmallModel,-2.0,14.2,-0.6,18.0,0,0,54,182,550,dynamic
AverageOperationModel,-5.0,13.4,-0.1,18.333,0,0,55,182,550,dynamic
LogNormalDistributionModel,13.0,10.2,-0.1,23.0,0,0,69,182,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,183,550,dynamic
CausalContinousSmallModel,3.0,13.6,0.0,23.0,0,0,69,183,550,dynamic
AverageOperationModel,-11.0,9.0,0.2,15.333,0,0,46,183,550,dynamic
LogNormalDistributionModel,-12.0,8.7,0.1,18.333,0,0,55,183,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,184,550,dynamic
CausalContinousSmallModel,-11.0,9.3,0.2,17.333,0,0,52,184,550,dynamic
AverageOperationModel,-11.0,9.0,0.1,16.667,0,0,50,184,550,dynamic
LogNormalDistributionModel,-4.0,14.7,-0.1,22.333,0,0,67,184,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,185,550,dynamic
CausalContinousSmallModel,12.0,14.0,0.1,22.667,0,0,68,185,550,dynamic
AverageOperationModel,-3.0,5.5,0.5,13.333,0,0,40,185,550,dynamic
LogNormalDistributionModel,5.0,8.2,0.3,12.667,0,0,38,185,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,186,550,dynamic
CausalContinousSmallModel,-1.0,23.4,0.6,22.0,0,0,66,186,550,dynamic
AverageOperationModel,0.0,6.7,0.3,7.333,0,0,22,186,550,dynamic
LogNormalDistributionModel,-14.0,16.9,-0.1,20.0,0,0,60,186,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,187,550,dynamic
CausalContinousSmallModel,-13.0,17.9,1.4,17.0,0,0,51,187,550,dynamic
AverageOperationModel,-0.0,17.0,0.4,24.333,0,0,73,187,550,dynamic
LogNormalDistributionModel,9.0,16.6,0.4,25.667,0,0,77,187,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,188,550,dynamic
CausalContinousSmallModel,-24.0,15.9,-0.1,22.333,0,0,67,188,550,dynamic
AverageOperationModel,-23.0,16.0,-0.1,21.0,0,0,63,188,550,dynamic
LogNormalDistributionModel,3.0,10.5,0.4,18.667,0,0,56,188,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,189,550,dynamic
CausalContinousSmallModel,7.0,16.4,0.5,16.0,0,0,48,189,550,dynamic
AverageOperationModel,-4.0,9.5,0.2,18.667,0,0,56,189,550,dynamic
LogNormalDistributionModel,10.0,8.6,0.4,23.333,0,0,70,189,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,190,550,dynamic
CausalContinousSmallModel,-15.0,30.0,-0.3,25.667,0,0,77,190,550,dynamic
AverageOperationModel,-21.0,23.1,-0.2,22.667,0,0,68,190,550,dynamic
LogNormalDistributionModel,-7.0,18.2,-0.4,24.667,0,0,74,190,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,191,550,dynamic
CausalContinousSmallModel,0.0,7.5,0.3,17.667,0,0,53,191,550,dynamic
AverageOperationModel,-2.0,10.9,0.1,22.667,0,0,68,191,550,dynamic
LogNormalDistributionModel,-7.0,16.7,0.2,24.333,0,0,73,191,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,192,550,dynamic
CausalContinousSmallModel,9.0,18.9,-0.3,25.667,0,0,77,192,550,dynamic
AverageOperationModel,-7.0,6.4,-0.1,21.0,0,0,63,192,550,dynamic
LogNormalDistributionModel,-10.0,7.9,0.1,7.667,0,0,23,192,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,193,550,dynamic
CausalContinousSmallModel,-11.0,12.6,0.0,22.333,0,0,67,193,550,dynamic
AverageOperationModel,2.0,9.0,0.1,12.667,0,0,38,193,550,dynamic
LogNormalDistributionModel,-6.0,16.0,-0.3,20.333,0,0,61,193,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,194,550,dynamic
CausalContinousSmallModel,-12.0,9.4,0.2,13.0,0,0,39,194,550,dynamic
AverageOperationModel,-6.0,8.0,-0.1,17.667,0,0,53,194,550,dynamic
LogNormalDistributionModel,-15.0,16.3,-0.1,25.333,0,0,76,194,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,195,550,dynamic
CausalContinousSmallModel,16.0,12.1,0.0,19.667,0,0,59,195,550,dynamic
AverageOperationModel,25.0,14.0,0.0,23.333,0,0,70,195,550,dynamic
LogNormalDistributionModel,-14.0,10.0,0.0,17.333,0,0,52,195,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,196,550,dynamic
CausalContinousSmallModel,-9.0,13.6,-0.1,13.667,0,0,41,196,550,dynamic
AverageOperationModel,-1.0,6.6,-0.1,17.667,0,0,53,196,550,dynamic
LogNormalDistributionModel,2.0,17.4,0.1,26.0,0,0,78,196,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,197,550,dynamic
CausalContinousSmallModel,-2.0,12.7,-0.6,19.333,0,0,58,197,550,dynamic
AverageOperationModel,6.0,5.8,0.0,13.0,0,0,39,197,550,dynamic
LogNormalDistributionModel,-8.0,11.8,0.1,18.667,0,0,56,197,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,198,550,dynamic
CausalContinousSmallModel,-11.0,10.3,-0.2,18.0,0,0,54,198,550,dynamic
AverageOperationModel,-4.0,8.7,-0.2,20.667,0,0,62,198,550,dynamic
LogNormalDistributionModel,3.0,10.0,0.0,14.0,0,0,42,198,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,199,550,dynamic
CausalContinousSmallModel,5.0,15.1,-0.1,24.0,0,0,72,199,550,dynamic
AverageOperationModel,8.0,5.9,0.2,9.0,0,0,27,199,550,dynamic
LogNormalDistributionModel,13.0,13.0,0.1,20.0,0,0,60,199,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,200,550,dynamic
CausalContinousSmallModel,11.0,12.2,-0.1,21.667,0,0,65,200,550,dynamic
AverageOperationModel,4.0,6.1,-0.1,13.0,0,0,39,200,550,dynamic
LogNormalDistributionModel,-2.0,8.4,-0.4,18.0,0,0,54,200,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,201,550,dynamic
CausalContinousSmallModel,22.0,14.8,-0.3,21.667,0,0,65,201,550,dynamic
AverageOperationModel,11.0,12.5,-0.4,12.333,0,0,37,201,550,dynamic
LogNormalDistributionModel,12.0,9.8,-0.2,19.0,0,0,57,201,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,202,550,dynamic
CausalContinousSmallModel,-10.0,14.0,0.1,22.667,0,0,68,202,550,dynamic
AverageOperationModel,-9.0,7.6,0.4,13.333,0,0,40,202,550,dynamic
LogNormalDistributionModel,7.0,10.6,0.8,17.667,0,0,53,202,550,dynamic
TruthContinousSmallModel,0.0,0.0,0.0,0.0,0,0,0,203,550,dynamic
CausalContinousSmallModel,-38.0,21.1,0.3,14.0,0,0,42,203,550,dynamic
AverageOperationModel,-15.0,13.1,0.3,11.0,0,0,33,203,550,dynamic
LogNormalDistributionModel,15.0,13.9,0.5,16.0,0,0,48,203,550,dynamic
