Model,makespan (over all),avg abs start deviation,avg duration deviation,overall_sequence_similarity,seed,instance,priority_rule
LogNormalDistributionModel,-2.0,19.1,0.2,0.997,1516,2000,fcfs
CausalModel,11.0,63.0,-0.1,0.998,1516,2000,fcfs
CausalContinousModel,2.0,74.7,0.2,0.998,1516,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1517,2000,fcfs
AverageOperationModel,3.0,13.8,0.3,0.998,1517,2000,fcfs
LogNormalDistributionModel,5.0,19.9,1.0,0.998,1517,2000,fcfs
CausalModel,1.0,48.0,0.1,0.998,1517,2000,fcfs
CausalContinousModel,25.0,55.9,0.2,0.998,1517,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1518,2000,fcfs
AverageOperationModel,-4.0,16.7,-0.4,0.999,1518,2000,fcfs
LogNormalDistributionModel,4.0,9.7,0.1,0.999,1518,2000,fcfs
CausalModel,8.0,43.1,-0.5,0.999,1518,2000,fcfs
CausalContinousModel,8.0,31.0,-0.7,0.998,1518,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1519,2000,fcfs
AverageOperationModel,-5.0,9.7,0.0,0.999,1519,2000,fcfs
LogNormalDistributionModel,10.0,8.7,-0.1,0.999,1519,2000,fcfs
CausalModel,-1.0,56.6,0.3,0.997,1519,2000,fcfs
CausalContinousModel,3.0,46.0,0.0,0.999,1519,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1520,2000,fcfs
AverageOperationModel,-5.0,7.6,-0.2,0.999,1520,2000,fcfs
LogNormalDistributionModel,0.0,26.8,0.2,0.999,1520,2000,fcfs
CausalModel,21.0,50.5,-0.1,0.999,1520,2000,fcfs
CausalContinousModel,7.0,51.2,-0.2,0.999,1520,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1521,2000,fcfs
AverageOperationModel,-6.0,11.4,0.1,0.997,1521,2000,fcfs
LogNormalDistributionModel,11.0,15.0,0.5,0.997,1521,2000,fcfs
CausalModel,4.0,48.6,0.1,0.999,1521,2000,fcfs
CausalContinousModel,18.0,45.2,0.1,0.999,1521,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1522,2000,fcfs
AverageOperationModel,-6.0,10.6,-0.2,0.999,1522,2000,fcfs
LogNormalDistributionModel,5.0,19.8,0.2,0.998,1522,2000,fcfs
CausalModel,-12.0,52.5,-0.3,0.998,1522,2000,fcfs
CausalContinousModel,-6.0,67.8,0.1,0.999,1522,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1523,2000,fcfs
AverageOperationModel,-17.0,14.2,-0.3,0.998,1523,2000,fcfs
LogNormalDistributionModel,8.0,15.4,-0.3,0.997,1523,2000,fcfs
CausalModel,-6.0,46.7,-0.3,0.998,1523,2000,fcfs
CausalContinousModel,-4.0,42.8,-0.5,0.999,1523,2000,fcfs
TruthContinousModel,0.0,0.0,0.0,1.0,1524,2000,fcfs
AverageOperationModel,-14.0,15.4,-0.2,0.997,1524,2000,fcfs
LogNormalDistributionModel,6.0,18.1,-0.1,0.999,1524,2000,fcfs
CausalModel,-1.0,39.1,-0.6,0.998,1524,2000,fcfs
CausalContinousModel,-8.0,42.6,-0.4,0.999,1524,2000,fcfs
