Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,seed,instance,priority_rule
TruthModel,0.0,0.0,0.0,0.0,0,0,0,160,550,dynamic
CausalModel,22.0,14.9,0.2,20.333,0,0,61,160,550,dynamic
AverageOperationModel,14.0,10.6,0.2,14.333,0,0,43,160,550,dynamic
LogNormalDistributionModel,10.0,14.7,0.4,20.333,0,0,61,160,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,161,550,dynamic
CausalModel,15.0,8.8,0.2,14.0,0,0,42,161,550,dynamic
AverageOperationModel,38.0,18.7,-0.1,15.0,0,0,45,161,550,dynamic
LogNormalDistributionModel,-8.0,6.4,0.2,6.333,0,0,19,161,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,162,550,dynamic
CausalModel,13.0,9.7,0.5,10.0,0,0,30,162,550,dynamic
AverageOperationModel,0.0,6.9,0.5,8.333,0,0,25,162,550,dynamic
LogNormalDistributionModel,-10.0,10.6,0.7,13.667,0,0,41,162,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,163,550,dynamic
CausalModel,29.0,15.9,0.0,18.0,0,0,54,163,550,dynamic
AverageOperationModel,11.0,13.1,-0.2,21.0,0,0,63,163,550,dynamic
LogNormalDistributionModel,23.0,12.6,0.0,12.0,0,0,36,163,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,164,550,dynamic
CausalModel,-12.0,8.9,0.0,15.0,0,0,45,164,550,dynamic
AverageOperationModel,4.0,9.7,0.1,17.667,0,0,53,164,550,dynamic
LogNormalDistributionModel,-3.0,9.7,-0.1,20.0,0,0,60,164,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,165,550,dynamic
CausalModel,-3.0,14.6,0.5,19.333,0,0,58,165,550,dynamic
AverageOperationModel,5.0,12.9,0.4,12.0,0,0,36,165,550,dynamic
LogNormalDistributionModel,2.0,9.6,0.6,15.333,0,0,46,165,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,166,550,dynamic
CausalModel,9.0,9.8,0.1,14.333,0,0,43,166,550,dynamic
AverageOperationModel,11.0,9.4,0.2,18.333,0,0,55,166,550,dynamic
LogNormalDistributionModel,-3.0,15.0,0.2,18.333,0,0,55,166,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,167,550,dynamic
CausalModel,-1.0,9.4,0.1,19.667,0,0,59,167,550,dynamic
AverageOperationModel,25.0,13.9,-0.1,21.0,0,0,63,167,550,dynamic
LogNormalDistributionModel,-3.0,9.4,0.2,18.0,0,0,54,167,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,168,550,dynamic
CausalModel,-7.0,12.4,0.4,23.667,0,0,71,168,550,dynamic
AverageOperationModel,27.0,14.4,-0.1,13.0,0,0,39,168,550,dynamic
LogNormalDistributionModel,12.0,9.9,-0.2,18.667,0,0,56,168,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,169,550,dynamic
CausalModel,-3.0,6.9,0.0,9.667,0,0,29,169,550,dynamic
AverageOperationModel,16.0,15.0,-0.2,21.333,0,0,64,169,550,dynamic
LogNormalDistributionModel,8.0,10.2,-0.2,19.667,0,0,59,169,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,170,550,dynamic
CausalModel,-7.0,11.1,0.4,19.0,0,0,57,170,550,dynamic
AverageOperationModel,12.0,10.6,0.1,11.0,0,0,33,170,550,dynamic
LogNormalDistributionModel,4.0,10.4,0.4,21.667,0,0,65,170,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,171,550,dynamic
CausalModel,-22.0,12.4,0.2,15.667,0,0,47,171,550,dynamic
AverageOperationModel,10.0,9.2,0.2,20.667,0,0,62,171,550,dynamic
LogNormalDistributionModel,6.0,6.7,0.1,15.0,0,0,45,171,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,172,550,dynamic
CausalModel,2.0,6.1,-0.0,12.333,0,0,37,172,550,dynamic
AverageOperationModel,14.0,9.1,0.0,13.0,0,0,39,172,550,dynamic
LogNormalDistributionModel,6.0,6.4,-0.2,11.333,0,0,34,172,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,173,550,dynamic
CausalModel,11.0,12.5,0.1,21.0,0,0,63,173,550,dynamic
AverageOperationModel,6.0,10.2,0.2,17.667,0,0,53,173,550,dynamic
LogNormalDistributionModel,16.0,12.3,0.1,18.667,0,0,56,173,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,174,550,dynamic
CausalModel,-8.0,9.7,-0.3,20.667,0,0,62,174,550,dynamic
AverageOperationModel,24.0,13.9,-0.1,18.667,0,0,56,174,550,dynamic
LogNormalDistributionModel,-5.0,9.6,0.1,19.333,0,0,58,174,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,175,550,dynamic
CausalModel,3.0,18.2,-0.2,26.333,0,0,79,175,550,dynamic
AverageOperationModel,19.0,16.0,-0.1,22.667,0,0,68,175,550,dynamic
LogNormalDistributionModel,2.0,6.8,-0.3,15.667,0,0,47,175,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,176,550,dynamic
CausalModel,-3.0,11.0,-0.2,21.667,0,0,65,176,550,dynamic
AverageOperationModel,25.0,14.9,-0.1,25.333,0,0,76,176,550,dynamic
LogNormalDistributionModel,11.0,8.5,-0.2,16.667,0,0,50,176,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,177,550,dynamic
CausalModel,-11.0,7.3,0.0,11.667,0,0,35,177,550,dynamic
AverageOperationModel,20.0,12.7,0.1,10.0,0,0,30,177,550,dynamic
LogNormalDistributionModel,-24.0,12.8,0.0,8.667,0,0,26,177,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,178,550,dynamic
CausalModel,-36.0,20.1,0.0,14.0,0,0,42,178,550,dynamic
AverageOperationModel,9.0,6.6,0.2,11.667,0,0,35,178,550,dynamic
LogNormalDistributionModel,16.0,9.4,0.1,11.0,0,0,33,178,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,179,550,dynamic
CausalModel,-7.0,15.2,-0.2,25.667,0,0,77,179,550,dynamic
AverageOperationModel,15.0,9.1,-0.4,4.667,0,0,14,179,550,dynamic
LogNormalDistributionModel,-9.0,9.6,-0.4,20.667,0,0,62,179,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,180,550,dynamic
CausalModel,8.0,13.6,-0.6,25.0,0,0,75,180,550,dynamic
AverageOperationModel,33.0,16.7,-0.3,20.0,0,0,60,180,550,dynamic
LogNormalDistributionModel,30.0,17.3,-0.4,25.0,0,0,75,180,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,181,550,dynamic
CausalModel,4.0,10.1,0.2,18.0,0,0,54,181,550,dynamic
AverageOperationModel,15.0,8.8,0.0,11.667,0,0,35,181,550,dynamic
LogNormalDistributionModel,3.0,12.0,0.3,24.333,0,0,73,181,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,182,550,dynamic
CausalModel,7.0,10.9,0.3,23.667,0,0,71,182,550,dynamic
AverageOperationModel,22.0,12.2,0.1,15.667,0,0,47,182,550,dynamic
LogNormalDistributionModel,12.0,9.5,0.1,17.333,0,0,52,182,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,183,550,dynamic
CausalModel,8.0,5.9,-0.2,10.333,0,0,31,183,550,dynamic
AverageOperationModel,10.0,8.1,-0.2,8.0,0,0,24,183,550,dynamic
LogNormalDistributionModel,-5.0,8.6,-0.3,20.0,0,0,60,183,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,184,550,dynamic
CausalModel,15.0,12.7,0.0,20.667,0,0,62,184,550,dynamic
AverageOperationModel,11.0,6.8,-0.1,20.0,0,0,60,184,550,dynamic
LogNormalDistributionModel,-4.0,7.8,-0.2,20.667,0,0,62,184,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,185,550,dynamic
CausalModel,17.0,16.4,0.4,11.667,0,0,35,185,550,dynamic
AverageOperationModel,22.0,15.1,0.0,16.667,0,0,50,185,550,dynamic
LogNormalDistributionModel,-5.0,6.3,-0.2,10.667,0,0,32,185,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,186,550,dynamic
CausalModel,-9.0,17.2,-0.3,25.667,0,0,77,186,550,dynamic
AverageOperationModel,18.0,12.8,0.0,15.0,0,0,45,186,550,dynamic
LogNormalDistributionModel,2.0,13.7,-0.4,13.667,0,0,41,186,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,187,550,dynamic
CausalModel,-11.0,9.4,-0.4,19.333,0,0,58,187,550,dynamic
AverageOperationModel,-3.0,4.1,-0.2,4.0,0,0,12,187,550,dynamic
LogNormalDistributionModel,-2.0,13.5,-0.2,23.333,0,0,70,187,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,188,550,dynamic
CausalModel,12.0,19.2,0.0,25.333,0,0,76,188,550,dynamic
AverageOperationModel,28.0,15.8,0.1,14.0,0,0,42,188,550,dynamic
LogNormalDistributionModel,1.0,11.3,0.4,16.0,0,0,48,188,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,189,550,dynamic
CausalModel,-2.0,25.3,-0.2,24.333,0,0,73,189,550,dynamic
AverageOperationModel,3.0,10.3,0.0,19.333,0,0,58,189,550,dynamic
LogNormalDistributionModel,-2.0,5.4,0.1,10.333,0,0,31,189,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,190,550,dynamic
CausalModel,14.0,9.5,-0.1,13.333,0,0,40,190,550,dynamic
AverageOperationModel,21.0,13.2,0.3,21.667,0,0,65,190,550,dynamic
LogNormalDistributionModel,17.0,11.6,0.1,13.333,0,0,40,190,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,191,550,dynamic
CausalModel,-1.0,11.5,0.0,25.0,0,0,75,191,550,dynamic
AverageOperationModel,9.0,6.0,0.3,8.0,0,0,24,191,550,dynamic
LogNormalDistributionModel,-5.0,8.1,0.5,11.667,0,0,35,191,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,192,550,dynamic
CausalModel,-1.0,8.2,0.4,18.0,0,0,54,192,550,dynamic
AverageOperationModel,16.0,9.0,0.3,7.0,0,0,21,192,550,dynamic
LogNormalDistributionModel,-5.0,6.7,0.4,14.0,0,0,42,192,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,193,550,dynamic
CausalModel,5.0,9.1,0.4,15.333,0,0,46,193,550,dynamic
AverageOperationModel,30.0,15.0,0.2,2.333,0,0,7,193,550,dynamic
LogNormalDistributionModel,-23.0,17.2,-0.2,18.333,0,0,55,193,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,194,550,dynamic
CausalModel,4.0,6.5,0.4,13.333,0,0,40,194,550,dynamic
AverageOperationModel,19.0,10.5,0.1,1.333,0,0,4,194,550,dynamic
LogNormalDistributionModel,-11.0,16.4,0.1,25.667,0,0,77,194,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,195,550,dynamic
CausalModel,-7.0,7.0,0.0,9.667,0,0,29,195,550,dynamic
AverageOperationModel,-4.0,3.8,0.1,0.667,0,0,2,195,550,dynamic
LogNormalDistributionModel,-2.0,7.7,0.1,17.0,0,0,51,195,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,196,550,dynamic
CausalModel,-13.0,12.5,-0.4,21.667,0,0,65,196,550,dynamic
AverageOperationModel,22.0,11.9,-0.3,18.667,0,0,56,196,550,dynamic
LogNormalDistributionModel,5.0,9.2,-0.3,17.333,0,0,52,196,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,197,550,dynamic
CausalModel,18.0,12.8,0.3,25.333,0,0,76,197,550,dynamic
AverageOperationModel,30.0,15.3,-0.1,13.333,0,0,40,197,550,dynamic
LogNormalDistributionModel,6.0,8.3,0.0,15.0,0,0,45,197,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,198,550,dynamic
CausalModel,3.0,10.6,-0.1,16.667,0,0,50,198,550,dynamic
AverageOperationModel,8.0,8.8,-0.1,18.667,0,0,56,198,550,dynamic
LogNormalDistributionModel,-26.0,13.1,0.2,8.667,0,0,26,198,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,199,550,dynamic
CausalModel,-8.0,7.1,0.4,17.333,0,0,52,199,550,dynamic
AverageOperationModel,2.0,12.8,0.3,18.0,0,0,54,199,550,dynamic
LogNormalDistributionModel,-6.0,10.6,0.2,13.667,0,0,41,199,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,200,550,dynamic
CausalModel,-18.0,12.4,0.1,15.333,0,0,46,200,550,dynamic
AverageOperationModel,15.0,9.2,-0.1,15.667,0,0,47,200,550,dynamic
LogNormalDistributionModel,-1.0,7.2,-0.3,18.667,0,0,56,200,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,201,550,dynamic
CausalModel,-24.0,19.1,0.1,24.333,0,0,73,201,550,dynamic
AverageOperationModel,2.0,11.9,0.0,20.667,0,0,62,201,550,dynamic
LogNormalDistributionModel,-16.0,11.0,0.1,21.667,0,0,65,201,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,202,550,dynamic
CausalModel,23.0,12.0,-0.1,10.333,0,0,31,202,550,dynamic
AverageOperationModel,30.0,15.2,0.1,14.333,0,0,43,202,550,dynamic
LogNormalDistributionModel,1.0,10.3,0.5,17.333,0,0,52,202,550,dynamic
TruthModel,0.0,0.0,0.0,0.0,0,0,0,203,550,dynamic
CausalModel,-21.0,14.1,0.3,9.0,0,0,27,203,550,dynamic
AverageOperationModel,9.0,9.1,0.1,24.333,0,0,73,203,550,dynamic
LogNormalDistributionModel,2.0,14.0,0.3,18.333,0,0,55,203,550,dynamic
