Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
AverageOperationModel,8.0,27.9,0.2,3.667,11,0,0,44.923,168,550,fcfs
LogNormalDistributionModel,0.0,7.0,0.2,4.667,14,0,0,44.923,168,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,55.957,169,550,fcfs
CausalModel,3.0,6.7,0.1,9.667,27,0,2,55.82,169,550,fcfs
AverageOperationModel,8.0,33.5,0.1,9.667,29,0,0,55.403,169,550,fcfs
LogNormalDistributionModel,4.0,8.1,0.1,9.0,25,0,2,55.82,169,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,41.23,170,550,fcfs
CausalModel,7.0,18.8,0.3,18.333,11,33,11,42.673,170,550,fcfs
AverageOperationModel,15.0,19.4,0.1,10.0,6,22,2,41.803,170,550,fcfs
LogNormalDistributionModel,5.0,21.9,0.2,20.0,6,45,9,42.857,170,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,42.373,171,550,fcfs
CausalModel,9.0,12.9,0.1,25.667,26,18,33,41.963,171,550,fcfs
AverageOperationModel,15.0,23.7,0.1,17.667,14,12,27,42.633,171,550,fcfs
LogNormalDistributionModel,6.0,17.0,0.1,44.0,45,30,57,42.95,171,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,43.533,172,550,fcfs
CausalModel,9.0,20.8,0.3,13.0,22,12,5,43.617,172,550,fcfs
AverageOperationModel,17.0,28.6,0.1,14.0,22,8,12,42.913,172,550,fcfs
LogNormalDistributionModel,3.0,18.7,0.1,21.0,28,15,20,42.99,172,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.257,173,550,fcfs
CausalModel,3.0,16.9,0.1,18.333,23,0,32,45.98,173,550,fcfs
AverageOperationModel,3.0,28.3,0.1,23.667,36,0,35,46.107,173,550,fcfs
LogNormalDistributionModel,1.0,15.1,0.1,19.0,34,0,23,46.537,173,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.347,174,550,fcfs
CausalModel,12.0,13.9,0.1,26.333,40,21,18,48.377,174,550,fcfs
AverageOperationModel,16.0,34.9,0.1,26.333,40,9,30,48.547,174,550,fcfs
LogNormalDistributionModel,2.0,9.6,0.0,16.667,20,16,14,48.047,174,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,40.85,175,550,fcfs
CausalModel,0.0,5.1,0.0,4.0,0,12,0,40.85,175,550,fcfs
AverageOperationModel,5.0,11.0,0.1,5.333,0,16,0,40.737,175,550,fcfs
LogNormalDistributionModel,2.0,11.0,0.2,10.0,0,30,0,40.51,175,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.287,176,550,fcfs
CausalModel,0.0,15.2,0.0,7.333,0,0,22,47.353,176,550,fcfs
AverageOperationModel,10.0,21.8,0.0,7.333,0,0,22,47.353,176,550,fcfs
LogNormalDistributionModel,1.0,11.6,0.1,4.667,0,0,14,47.087,176,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,55.977,177,550,fcfs
CausalModel,5.0,11.8,0.2,9.667,4,25,0,56.16,177,550,fcfs
AverageOperationModel,10.0,21.9,0.1,12.0,2,34,0,56.57,177,550,fcfs
LogNormalDistributionModel,2.0,6.7,0.0,10.667,2,30,0,56.47,177,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,49.73,178,550,fcfs
CausalModel,0.0,13.8,0.0,23.0,6,63,0,50.11,178,550,fcfs
AverageOperationModel,16.0,25.7,0.2,27.333,11,71,0,49.427,178,550,fcfs
LogNormalDistributionModel,11.0,14.3,0.2,24.667,16,58,0,49.057,178,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,50.1,179,550,fcfs
CausalModel,7.0,14.4,0.2,12.0,27,0,9,49.77,179,550,fcfs
AverageOperationModel,27.0,44.6,0.0,8.0,18,0,6,50.343,179,550,fcfs
LogNormalDistributionModel,10.0,13.4,0.0,13.0,31,0,8,49.98,179,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,57.387,180,550,fcfs
CausalModel,10.0,11.9,0.1,12.667,0,9,29,56.813,180,550,fcfs
AverageOperationModel,14.0,24.9,0.0,15.667,0,6,41,56.903,180,550,fcfs
LogNormalDistributionModel,4.0,7.1,0.0,10.667,0,2,30,57.19,180,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,59.173,181,550,fcfs
CausalModel,1.0,10.6,0.1,27.333,32,27,23,59.89,181,550,fcfs
AverageOperationModel,18.0,24.6,0.0,16.667,28,4,18,60.193,181,550,fcfs
LogNormalDistributionModel,3.0,8.6,0.0,18.667,29,7,20,58.453,181,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,59.243,182,550,fcfs
CausalModel,1.0,10.6,0.0,19.667,0,0,59,58.643,182,550,fcfs
AverageOperationModel,17.0,31.4,0.0,14.667,0,0,44,58.9,182,550,fcfs
LogNormalDistributionModel,7.0,12.1,0.0,15.333,0,0,46,58.987,182,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.66,183,550,fcfs
CausalModel,7.0,14.7,0.0,6.0,7,0,11,48.643,183,550,fcfs
AverageOperationModel,26.0,41.3,0.1,12.333,27,0,10,48.263,183,550,fcfs
LogNormalDistributionModel,10.0,21.4,0.2,18.0,31,0,23,48.643,183,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,44.62,184,550,fcfs
CausalModel,1.0,8.7,0.0,16.333,8,23,18,44.033,184,550,fcfs
AverageOperationModel,9.0,25.1,0.1,14.333,0,19,24,44.223,184,550,fcfs
LogNormalDistributionModel,4.0,6.9,0.1,6.333,0,12,7,44.43,184,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,39.873,185,550,fcfs
CausalModel,0.0,12.5,0.1,19.0,18,39,0,39.767,185,550,fcfs
AverageOperationModel,7.0,18.3,0.0,17.333,20,32,0,39.873,185,550,fcfs
LogNormalDistributionModel,2.0,13.5,0.1,20.0,23,37,0,39.873,185,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,47.18,186,550,fcfs
CausalModel,0.0,10.1,0.0,11.0,17,0,16,46.723,186,550,fcfs
AverageOperationModel,11.0,17.0,0.0,16.667,18,0,32,46.147,186,550,fcfs
LogNormalDistributionModel,1.0,11.1,0.0,17.0,23,0,28,46.567,186,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,39.41,187,550,fcfs
CausalModel,2.0,6.1,0.1,0.0,0,0,0,39.41,187,550,fcfs
AverageOperationModel,4.0,24.7,0.1,0.0,0,0,0,39.41,187,550,fcfs
LogNormalDistributionModel,5.0,9.5,0.1,0.0,0,0,0,39.41,187,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,46.65,188,550,fcfs
CausalModel,12.0,22.7,0.2,28.0,69,0,15,46.48,188,550,fcfs
AverageOperationModel,19.0,37.5,0.1,29.0,74,0,13,45.733,188,550,fcfs
LogNormalDistributionModel,7.0,15.7,0.1,23.333,55,0,15,46.073,188,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.447,189,550,fcfs
CausalModel,2.0,13.9,0.2,24.667,0,0,74,35.063,189,550,fcfs
AverageOperationModel,20.0,40.7,0.0,17.333,0,0,52,34.45,189,550,fcfs
LogNormalDistributionModel,5.0,8.9,0.1,11.0,0,0,33,34.603,189,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,59.877,190,550,fcfs
CausalModel,7.0,21.3,0.1,27.667,10,73,0,60.277,190,550,fcfs
AverageOperationModel,30.0,37.3,0.0,27.0,12,69,0,60.287,190,550,fcfs
LogNormalDistributionModel,0.0,8.7,0.1,19.0,4,53,0,59.79,190,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,49.803,191,550,fcfs
CausalModel,4.0,11.1,0.0,5.667,0,0,17,49.803,191,550,fcfs
AverageOperationModel,15.0,34.1,0.0,3.667,0,0,11,49.803,191,550,fcfs
LogNormalDistributionModel,8.0,16.7,0.2,2.667,0,0,8,49.803,191,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,35.24,192,550,fcfs
CausalModel,6.0,12.5,0.2,14.333,17,26,0,34.81,192,550,fcfs
AverageOperationModel,2.0,9.5,0.1,5.333,6,10,0,35.24,192,550,fcfs
LogNormalDistributionModel,9.0,13.0,0.0,7.667,6,17,0,34.81,192,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,59.023,193,550,fcfs
CausalModel,18.0,20.6,0.1,44.0,0,41,91,58.593,193,550,fcfs
AverageOperationModel,19.0,34.6,0.0,24.667,0,32,42,58.853,193,550,fcfs
LogNormalDistributionModel,6.0,8.6,0.0,31.333,0,26,68,59.497,193,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,55.513,194,550,fcfs
CausalModel,3.0,10.4,0.1,9.0,6,21,0,55.56,194,550,fcfs
AverageOperationModel,11.0,17.0,0.1,9.0,12,15,0,55.363,194,550,fcfs
LogNormalDistributionModel,2.0,6.6,0.0,11.0,15,18,0,54.917,194,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,39.04,195,550,fcfs
CausalModel,9.0,20.9,0.1,12.667,5,12,21,39.61,195,550,fcfs
AverageOperationModel,13.0,26.2,0.0,12.333,2,18,17,40.577,195,550,fcfs
LogNormalDistributionModel,6.0,12.9,0.0,16.667,10,36,4,39.27,195,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,53.107,196,550,fcfs
CausalModel,6.0,13.4,0.0,39.0,66,51,0,53.757,196,550,fcfs
AverageOperationModel,25.0,34.6,0.1,18.0,41,13,0,53.307,196,550,fcfs
LogNormalDistributionModel,3.0,6.1,0.1,18.667,34,22,0,53.94,196,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,50.317,197,550,fcfs
CausalModel,1.0,14.8,0.1,0.0,0,0,0,50.317,197,550,fcfs
AverageOperationModel,1.0,14.3,0.1,0.0,0,0,0,50.317,197,550,fcfs
LogNormalDistributionModel,2.0,9.7,0.1,0.0,0,0,0,50.317,197,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,47.89,198,550,fcfs
CausalModel,3.0,19.4,0.0,20.0,18,0,42,47.96,198,550,fcfs
AverageOperationModel,16.0,31.7,0.0,19.0,16,0,41,48.033,198,550,fcfs
LogNormalDistributionModel,2.0,11.5,0.1,20.333,17,0,44,47.96,198,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.87,199,550,fcfs
CausalModel,6.0,8.1,0.1,14.0,34,0,8,48.66,199,550,fcfs
AverageOperationModel,10.0,30.2,0.1,14.0,31,0,11,48.87,199,550,fcfs
LogNormalDistributionModel,1.0,14.1,0.0,10.333,27,0,4,48.66,199,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,54.843,200,550,fcfs
CausalModel,6.0,13.2,0.0,18.0,39,15,0,54.95,200,550,fcfs
AverageOperationModel,19.0,23.4,0.0,22.0,48,18,0,55.653,200,550,fcfs
LogNormalDistributionModel,6.0,8.4,0.1,14.333,32,11,0,55.713,200,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,42.34,201,550,fcfs
CausalModel,10.0,16.6,0.0,28.667,35,12,39,43.183,201,550,fcfs
AverageOperationModel,13.0,24.4,0.1,37.0,46,24,41,43.397,201,550,fcfs
LogNormalDistributionModel,6.0,9.0,0.2,24.333,33,13,27,42.34,201,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,54.03,202,550,fcfs
CausalModel,9.0,12.7,0.2,54.0,42,120,0,52.87,202,550,fcfs
AverageOperationModel,23.0,43.3,0.2,50.333,48,103,0,53.493,202,550,fcfs
LogNormalDistributionModel,6.0,14.3,0.3,50.0,46,104,0,53.177,202,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.517,203,550,fcfs
CausalModel,7.0,13.0,0.1,24.667,66,8,0,49.07,203,550,fcfs
AverageOperationModel,10.0,21.1,0.2,18.333,46,9,0,48.42,203,550,fcfs
LogNormalDistributionModel,11.0,13.6,0.0,11.333,32,2,0,48.193,203,550,fcfs
