Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,49.313,165,550,dynamic
CausalSmallModel,4.0,10.8,0.0,33.333,9,33,58,48.623,165,550,dynamic
AverageOperationModel,19.0,20.7,0.1,25.333,9,28,39,48.817,165,550,dynamic
LogNormalDistributionModel,4.0,11.4,0.3,23.333,6,29,35,49.453,165,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,59.167,166,550,dynamic
CausalSmallModel,0.0,8.5,0.1,19.667,0,25,34,59.04,166,550,dynamic
AverageOperationModel,10.0,25.6,0.1,18.667,0,20,36,59.14,166,550,dynamic
LogNormalDistributionModel,4.0,9.5,0.0,14.667,0,15,29,59.423,166,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,56.407,167,550,dynamic
CausalSmallModel,4.0,22.9,0.0,60.667,71,56,55,57.173,167,550,dynamic
AverageOperationModel,18.0,15.1,0.1,35.667,28,42,37,56.47,167,550,dynamic
LogNormalDistributionModel,6.0,10.5,0.0,46.667,56,42,42,57.24,167,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,44.923,168,550,dynamic
CausalSmallModel,3.0,24.1,0.0,8.667,26,0,0,45.19,168,550,dynamic
AverageOperationModel,7.0,32.3,0.0,1.333,4,0,0,44.66,168,550,dynamic
LogNormalDistributionModel,1.0,18.1,0.0,7.0,21,0,0,45.19,168,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,55.127,169,550,dynamic
CausalSmallModel,5.0,18.2,0.2,11.0,29,0,4,55.957,169,550,dynamic
AverageOperationModel,6.0,25.2,0.1,8.667,22,0,4,55.403,169,550,dynamic
LogNormalDistributionModel,0.0,7.5,0.1,9.0,23,0,4,55.127,169,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,41.667,170,550,dynamic
CausalSmallModel,4.0,7.1,0.0,12.0,6,26,4,41.987,170,550,dynamic
AverageOperationModel,12.0,17.8,0.0,9.667,2,21,6,42.673,170,550,dynamic
LogNormalDistributionModel,8.0,10.3,0.1,12.333,5,28,4,42.42,170,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,43.137,171,550,dynamic
CausalSmallModel,7.0,18.4,0.1,44.667,49,24,61,41.957,171,550,dynamic
AverageOperationModel,12.0,23.1,0.1,39.333,42,18,58,42.273,171,550,dynamic
LogNormalDistributionModel,5.0,10.0,0.1,23.0,25,10,34,42.857,171,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,43.403,172,550,dynamic
CausalSmallModel,8.0,14.0,0.1,22.333,24,19,24,43.493,172,550,dynamic
AverageOperationModel,18.0,24.0,0.0,17.667,14,19,20,43.743,172,550,dynamic
LogNormalDistributionModel,6.0,10.8,0.0,14.0,17,10,15,42.753,172,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,46.257,173,550,dynamic
CausalSmallModel,1.0,10.6,0.1,6.0,6,0,12,46.117,173,550,dynamic
AverageOperationModel,10.0,27.1,0.1,16.333,18,0,31,45.547,173,550,dynamic
LogNormalDistributionModel,1.0,7.0,0.1,7.333,10,0,12,46.817,173,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,48.413,174,550,dynamic
CausalSmallModel,0.0,11.6,0.0,32.333,54,16,27,47.297,174,550,dynamic
AverageOperationModel,5.0,18.4,0.0,21.333,32,15,17,48.667,174,550,dynamic
LogNormalDistributionModel,5.0,8.0,0.1,15.667,20,17,10,49.183,174,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,40.737,175,550,dynamic
CausalSmallModel,0.0,7.3,0.0,8.667,0,26,0,40.85,175,550,dynamic
AverageOperationModel,8.0,26.9,0.0,2.0,0,6,0,40.85,175,550,dynamic
LogNormalDistributionModel,2.0,12.1,0.1,12.0,0,36,0,41.077,175,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,46.553,176,550,dynamic
CausalSmallModel,0.0,6.7,0.1,4.333,0,0,13,46.553,176,550,dynamic
AverageOperationModel,8.0,26.1,0.1,2.0,0,0,6,47.353,176,550,dynamic
LogNormalDistributionModel,3.0,13.3,0.1,5.667,0,0,17,46.287,176,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,56.777,177,550,dynamic
CausalSmallModel,5.0,12.5,0.2,22.333,7,60,0,56.47,177,550,dynamic
AverageOperationModel,16.0,18.5,0.2,22.0,8,58,0,56.47,177,550,dynamic
LogNormalDistributionModel,6.0,7.2,0.2,14.667,7,37,0,55.977,177,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,49.96,178,550,dynamic
CausalSmallModel,10.0,19.2,0.2,20.333,7,54,0,49.207,178,550,dynamic
AverageOperationModel,23.0,39.7,0.1,17.333,9,43,0,49.653,178,550,dynamic
LogNormalDistributionModel,3.0,12.0,0.1,27.667,20,63,0,48.98,178,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,50.16,179,550,dynamic
CausalSmallModel,1.0,17.5,0.0,11.667,21,0,14,49.38,179,550,dynamic
AverageOperationModel,12.0,25.3,0.0,7.333,18,0,4,50.16,179,550,dynamic
LogNormalDistributionModel,2.0,8.8,0.1,11.333,28,0,6,49.77,179,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,56.793,180,550,dynamic
CausalSmallModel,2.0,14.4,0.2,17.667,0,8,45,57.673,180,550,dynamic
AverageOperationModel,15.0,30.6,0.1,12.0,0,0,36,57.387,180,550,dynamic
LogNormalDistributionModel,3.0,7.8,0.1,12.333,0,4,33,57.19,180,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,59.303,181,550,dynamic
CausalSmallModel,2.0,9.6,0.0,15.667,21,18,8,60.153,181,550,dynamic
AverageOperationModel,14.0,19.4,0.1,11.667,19,2,14,59.873,181,550,dynamic
LogNormalDistributionModel,1.0,5.2,0.1,13.667,19,4,18,58.983,181,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,58.643,182,550,dynamic
CausalSmallModel,8.0,10.6,0.1,19.667,0,0,59,58.813,182,550,dynamic
AverageOperationModel,12.0,24.7,0.1,17.333,0,0,52,58.813,182,550,dynamic
LogNormalDistributionModel,6.0,11.6,0.2,20.0,0,0,60,59.073,182,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,48.987,183,550,dynamic
CausalSmallModel,3.0,7.7,0.1,4.0,12,0,0,48.643,183,550,dynamic
AverageOperationModel,16.0,30.3,0.1,7.0,5,0,16,48.453,183,550,dynamic
LogNormalDistributionModel,3.0,16.4,0.2,10.667,15,0,17,48.453,183,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,44.027,184,550,dynamic
CausalSmallModel,2.0,17.0,0.1,18.0,6,24,24,44.043,184,550,dynamic
AverageOperationModel,12.0,24.9,0.0,18.667,5,23,28,44.613,184,550,dynamic
LogNormalDistributionModel,6.0,16.4,0.1,10.667,8,19,5,43.827,184,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,39.66,185,550,dynamic
CausalSmallModel,0.0,14.2,0.0,30.667,35,57,0,39.767,185,550,dynamic
AverageOperationModel,10.0,18.7,0.0,11.333,6,28,0,40.197,185,550,dynamic
LogNormalDistributionModel,0.0,10.8,0.0,26.667,30,50,0,39.337,185,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,46.723,186,550,dynamic
CausalSmallModel,8.0,14.4,0.0,15.0,16,0,29,46.927,186,550,dynamic
AverageOperationModel,13.0,28.9,0.0,9.667,19,0,10,46.797,186,550,dynamic
LogNormalDistributionModel,2.0,10.9,0.0,18.0,20,0,34,46.34,186,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,39.41,187,550,dynamic
CausalSmallModel,1.0,7.0,0.1,0.0,0,0,0,39.41,187,550,dynamic
AverageOperationModel,5.0,25.2,0.1,0.0,0,0,0,39.41,187,550,dynamic
LogNormalDistributionModel,2.0,9.4,0.1,0.0,0,0,0,39.41,187,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,45.743,188,550,dynamic
CausalSmallModel,2.0,14.3,0.1,31.667,90,0,5,45.323,188,550,dynamic
AverageOperationModel,13.0,24.8,0.1,22.667,64,0,4,46.083,188,550,dynamic
LogNormalDistributionModel,8.0,11.8,0.1,23.0,69,0,0,45.657,188,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,35.14,189,550,dynamic
CausalSmallModel,0.0,8.4,0.0,16.0,0,0,48,34.757,189,550,dynamic
AverageOperationModel,13.0,33.1,0.0,10.0,0,0,30,34.987,189,550,dynamic
LogNormalDistributionModel,2.0,15.0,0.0,20.0,0,0,60,34.373,189,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,60.397,190,550,dynamic
CausalSmallModel,4.0,18.0,0.1,31.333,20,74,0,60.397,190,550,dynamic
AverageOperationModel,16.0,20.8,0.0,15.667,15,32,0,59.99,190,550,dynamic
LogNormalDistributionModel,8.0,9.0,0.0,20.0,16,44,0,61.297,190,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,49.803,191,550,dynamic
CausalSmallModel,0.0,11.4,0.0,5.667,0,0,17,49.803,191,550,dynamic
AverageOperationModel,11.0,23.8,0.0,3.333,0,0,10,49.803,191,550,dynamic
LogNormalDistributionModel,7.0,13.7,0.0,6.0,0,0,18,49.803,191,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,35.453,192,550,dynamic
CausalSmallModel,2.0,12.6,0.2,6.333,9,10,0,35.663,192,550,dynamic
AverageOperationModel,9.0,20.1,0.1,11.333,9,25,0,36.093,192,550,dynamic
LogNormalDistributionModel,6.0,10.4,0.0,11.667,9,26,0,35.88,192,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,58.963,193,550,dynamic
CausalSmallModel,11.0,18.3,0.1,29.333,0,12,76,58.703,193,550,dynamic
AverageOperationModel,11.0,24.5,0.0,29.333,0,28,60,58.34,193,550,dynamic
LogNormalDistributionModel,1.0,8.7,0.0,28.667,0,25,61,59.71,193,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,56.007,194,550,dynamic
CausalSmallModel,4.0,7.8,0.0,8.0,12,12,0,55.413,194,550,dynamic
AverageOperationModel,11.0,24.6,0.0,6.333,7,12,0,55.513,194,550,dynamic
LogNormalDistributionModel,5.0,11.1,0.1,11.667,25,10,0,55.363,194,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,39.513,195,550,dynamic
CausalSmallModel,8.0,8.7,0.2,7.667,2,14,7,39.317,195,550,dynamic
AverageOperationModel,14.0,32.7,0.2,17.0,4,39,8,40.04,195,550,dynamic
LogNormalDistributionModel,1.0,9.2,0.2,19.333,10,37,11,40.147,195,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,52.903,196,550,dynamic
CausalSmallModel,2.0,8.3,0.1,32.333,49,48,0,53.507,196,550,dynamic
AverageOperationModel,14.0,25.4,0.1,27.0,41,40,0,53.523,196,550,dynamic
LogNormalDistributionModel,6.0,11.0,0.2,31.0,52,41,0,53.337,196,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,50.317,197,550,dynamic
CausalSmallModel,4.0,16.4,0.1,0.0,0,0,0,50.317,197,550,dynamic
AverageOperationModel,6.0,12.2,0.0,0.0,0,0,0,50.317,197,550,dynamic
LogNormalDistributionModel,1.0,9.1,0.0,0.0,0,0,0,50.317,197,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,47.517,198,550,dynamic
CausalSmallModel,2.0,11.5,0.2,15.667,6,0,41,47.74,198,550,dynamic
AverageOperationModel,5.0,12.5,0.2,12.0,10,0,26,47.293,198,550,dynamic
LogNormalDistributionModel,2.0,8.7,0.2,14.333,9,0,34,47.957,198,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,48.66,199,550,dynamic
CausalSmallModel,6.0,8.4,0.3,6.333,19,0,0,48.87,199,550,dynamic
AverageOperationModel,7.0,23.9,0.2,9.333,26,0,2,48.87,199,550,dynamic
LogNormalDistributionModel,6.0,14.0,0.3,15.333,40,0,6,48.87,199,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,55.06,200,550,dynamic
CausalSmallModel,7.0,14.0,0.1,25.0,49,26,0,55.547,200,550,dynamic
AverageOperationModel,13.0,15.3,0.0,25.333,56,20,0,55.167,200,550,dynamic
LogNormalDistributionModel,3.0,10.8,0.1,18.0,42,12,0,55.39,200,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,42.87,201,550,dynamic
CausalSmallModel,4.0,7.7,0.1,22.0,25,14,27,42.87,201,550,dynamic
AverageOperationModel,11.0,17.6,0.0,29.0,34,16,37,42.657,201,550,dynamic
LogNormalDistributionModel,1.0,8.8,0.1,22.0,30,4,32,42.443,201,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,53.657,202,550,dynamic
CausalSmallModel,3.0,12.1,0.1,41.333,29,95,0,54.117,202,550,dynamic
AverageOperationModel,27.0,37.8,0.0,40.333,33,88,0,53.253,202,550,dynamic
LogNormalDistributionModel,9.0,17.7,0.1,63.667,47,144,0,52.4,202,550,dynamic
TruthSmallModel,0.0,0.0,0.0,0.0,0,0,0,48.843,203,550,dynamic
CausalSmallModel,8.0,22.2,0.0,18.0,54,0,0,48.193,203,550,dynamic
AverageOperationModel,22.0,36.9,0.1,19.667,59,0,0,48.357,203,550,dynamic
LogNormalDistributionModel,2.0,10.6,0.0,13.667,33,8,0,49.003,203,550,dynamic
