Model,makespan (over all),avg abs start deviation,avg duration deviation,levenshtein_seq_sim,a1_0_seq_sim,a2_0_seq_sim,a3_0_seq_sim,overall_tool_changes,seed,instance,priority_rule
AverageOperationModel,1.0,19.6,0.1,0.0,0,0,0,39.41,187,550,fcfs
LogNormalDistributionModel,6.0,11.0,0.2,0.0,0,0,0,39.41,187,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,45.897,188,550,fcfs
CausalModel,1.0,16.6,0.1,26.0,69,0,9,45.477,188,550,fcfs
AverageOperationModel,11.0,37.7,0.1,30.667,86,0,6,46.237,188,550,fcfs
LogNormalDistributionModel,10.0,17.0,0.1,35.667,82,0,25,44.72,188,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.527,189,550,fcfs
CausalModel,4.0,13.8,0.2,6.667,0,0,20,34.22,189,550,fcfs
AverageOperationModel,16.0,30.1,0.0,19.333,0,0,58,34.757,189,550,fcfs
LogNormalDistributionModel,6.0,11.7,0.1,12.333,0,0,37,34.373,189,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,60.1,190,550,fcfs
CausalModel,2.0,14.1,0.1,17.667,6,47,0,61.407,190,550,fcfs
AverageOperationModel,23.0,34.2,0.0,24.333,12,61,0,60.287,190,550,fcfs
LogNormalDistributionModel,1.0,10.6,0.0,15.667,12,35,0,60.3,190,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,49.803,191,550,fcfs
CausalModel,0.0,7.8,0.0,4.333,0,0,13,49.803,191,550,fcfs
AverageOperationModel,14.0,33.2,0.0,3.333,0,0,10,49.803,191,550,fcfs
LogNormalDistributionModel,7.0,15.6,0.1,6.333,0,0,19,49.803,191,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,34.6,192,550,fcfs
CausalModel,5.0,12.6,0.2,3.667,4,7,0,35.023,192,550,fcfs
AverageOperationModel,6.0,13.6,0.1,8.0,10,14,0,35.453,192,550,fcfs
LogNormalDistributionModel,4.0,9.1,0.0,6.667,8,12,0,35.023,192,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,59.023,193,550,fcfs
CausalModel,19.0,21.4,0.1,44.0,0,41,91,58.593,193,550,fcfs
AverageOperationModel,19.0,34.5,0.0,24.667,0,32,42,58.853,193,550,fcfs
LogNormalDistributionModel,2.0,14.4,0.0,34.667,0,41,63,58.917,193,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,55.857,194,550,fcfs
CausalModel,4.0,7.3,0.1,7.0,6,15,0,55.617,194,550,fcfs
AverageOperationModel,11.0,28.5,0.1,4.667,8,6,0,55.81,194,550,fcfs
LogNormalDistributionModel,3.0,11.7,0.0,8.0,17,7,0,55.457,194,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,39.033,195,550,fcfs
CausalModel,3.0,22.4,0.1,26.667,12,48,20,41.3,195,550,fcfs
AverageOperationModel,21.0,24.8,0.0,25.333,12,44,20,40.953,195,550,fcfs
LogNormalDistributionModel,0.0,9.2,0.0,12.667,4,32,2,38.837,195,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,53.367,196,550,fcfs
CausalModel,1.0,6.7,0.0,29.333,47,41,0,53.12,196,550,fcfs
AverageOperationModel,28.0,39.0,0.1,29.667,42,47,0,53.323,196,550,fcfs
LogNormalDistributionModel,5.0,8.1,0.1,31.667,51,44,0,53.137,196,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,50.317,197,550,fcfs
CausalModel,6.0,17.6,0.1,0.0,0,0,0,50.317,197,550,fcfs
AverageOperationModel,7.0,16.8,0.1,0.0,0,0,0,50.317,197,550,fcfs
LogNormalDistributionModel,1.0,10.1,0.2,0.0,0,0,0,50.317,197,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.4,198,550,fcfs
CausalModel,2.0,16.2,0.0,22.333,16,0,51,48.327,198,550,fcfs
AverageOperationModel,23.0,45.4,0.0,15.0,6,0,39,48.547,198,550,fcfs
LogNormalDistributionModel,1.0,5.7,0.1,13.0,4,0,35,48.623,198,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.24,199,550,fcfs
CausalModel,3.0,20.0,0.1,20.333,44,0,17,48.45,199,550,fcfs
AverageOperationModel,9.0,24.1,0.1,9.667,29,0,0,48.45,199,550,fcfs
LogNormalDistributionModel,2.0,16.0,0.1,19.333,41,0,17,48.87,199,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,54.793,200,550,fcfs
CausalModel,5.0,12.8,0.1,17.667,36,17,0,55.82,200,550,fcfs
AverageOperationModel,21.0,24.0,0.1,25.667,54,23,0,54.997,200,550,fcfs
LogNormalDistributionModel,5.0,11.8,0.0,25.667,52,25,0,54.52,200,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,42.87,201,550,fcfs
CausalModel,2.0,8.9,0.1,20.0,26,4,30,42.443,201,550,fcfs
AverageOperationModel,9.0,23.0,0.0,43.667,52,21,58,42.97,201,550,fcfs
LogNormalDistributionModel,5.0,10.8,0.2,30.667,35,17,40,42.767,201,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,53.043,202,550,fcfs
CausalModel,14.0,17.0,0.1,56.667,48,122,0,53.34,202,550,fcfs
AverageOperationModel,22.0,22.8,0.1,54.667,51,113,0,52.803,202,550,fcfs
LogNormalDistributionModel,3.0,6.1,0.2,35.667,32,75,0,52.957,202,550,fcfs
TruthModel,0.0,0.0,0.0,0.0,0,0,0,48.42,203,550,fcfs
CausalModel,6.0,18.7,0.1,24.333,67,6,0,48.68,203,550,fcfs
AverageOperationModel,8.0,19.8,0.2,8.667,26,0,0,48.097,203,550,fcfs
LogNormalDistributionModel,9.0,11.5,0.0,15.333,46,0,0,48.42,203,550,fcfs
